University Name,Category,Campuses,Contact Information,Website,Google Map URL,Latitude,Longitude,Image URL,Established Since,Sector,Chartered By,City,Province,Recognized University,Distance Education
Institute of Southern Punjab,General,Multan,"City Campus: 31-A Gulgasht, Multan. +92-61-111-477-78600, +92-61-621-11-11",http://isp.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3445.074533592539!2d71.4952745146434!3d30.291939713794218!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3924cb4a94712d7d%3A0x68df50fd7a98ee6a!2sInstitute+of+Southern+Punjab+-+Main+Campus!5e0!3m2!1sen!2s!4v1468919160231,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,8/2/2010,Private,Government of Punjab,Multan,Punjab,Yes,No
Institute of Space Technology,General,Islamabad,"+92-51-9075100, +92-51-9273310",http://www.ist.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3326.269542754321!2d73.17372931455918!3d33.52037698075402!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dff206d49e3247%3A0xc36973d93ffa92c5!2sInstitute+of+Space+Technology!5e0!3m2!1sen!2s!4v1466931070413,,,/english/universities/PublishingImages/IST%20Islamabad.jpg,4/12/2005,Public,Government of Pakistan,Islamabad,Islamabad Capital Territory,Yes,No
"International Institute of Science, Arts and Technology, Gujranwala",General,Mian Campus,"Lahore Road near Sialkot Bypass,  Gujranwala-Punjab  Tel # +92 55 3200003-5 Email: info@iisat.edu.pk",https://www.iisat.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3376.548883708704!2d74.22049881448424!3d32.18943748115333!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x391ed7953afcdf61%3A0xdf79015963dad1a2!2sInternational%20Institute%20of%20Science%2C%20Art%20and%20Technology%20(IISAT)!5e0!3m2!1sen!2s!4v1663323784950!5m2!1sen!2s,,,/english/universities/PublishingImages/IISAT%20Gujranwala.png,7/7/2022,Private,Government of Pakistan,Gujranwala,Punjab,Yes,No
International Islamic University,General,Islamabad,"New Campus, Sector H-10, Islamabad +92-51-9257988, +92-51-9019616",http://www.iiu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3320.8424839304407!2d73.02646271456402!3d33.66124308071406!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38df95906a03cfff%3A0x2b2f1c1c99b676ce!2sInternational+Islamic+University+Islamabad+(IIUI)!5e0!3m2!1sen!2s!4v1466931342212,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,3/31/1985,Public,Government of Pakistan,Islamabad,Islamabad Capital Territory,Yes,No
Iqra National University,General,Mian Campus; Peshawar,"Phase-II, Hayatabad Peshawar +92-91-5822 852091 +92-91-5822982 (Direct)",http://www.inu.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3308.72482456202!2d71.44082851473908!3d33.97391162930221!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38d9173b79ac76f7%3A0x9dff2240be2063b1!2sIqra+National+University!5e0!3m2!1sen!2s!4v1468675924514,,,/Style%20Library/HEC/images/HEC%20ICON-12.png,4/23/2011,Private,Government of Khyber Pakhtunkhwa,Peshawar,Khyber Pakhtunkhwa,Yes,No
Iqra University,General,Islamabad; Karachi; Quetta,"Defence View, Shaheed-e-Millat Road, (Ext), Karachi. +92-21-35310802, +92-21-35310818",http://www.iqra.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3618.227918724166!2d67.08161761452476!3d24.924304398835027!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33f37c03d4f5f%3A0x9e60b0e65a80317f!2sIqra+University%2C+Karachi%2C+Pakistan!5e0!3m2!1sen!2s!4v1468988480747,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,6/21/2000,Private,Government of Sindh,Karachi,Sindh,Yes,No
Islamia College Peshawar,General,Peshawar,"Jamrod Road, University Campus,Peshawar. +92-91-9216009",http://www.icp.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3307.7121172677953!2d71.4737675147398!3d33.99992752793354!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38d910d324a9cf0d%3A0xf2df847901c6501!2sIslamia+College+University+Peshawar!5e0!3m2!1sen!2s!4v1468695467553,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,3/20/2008,Public,Government of Khyber Pakhtunkhwa,Peshawar,Khyber Pakhtunkhwa,Yes,No
Islamia University Bahawalpur,General,Bahawal Pur; Rahim Yar Khan,"Abbasia Campus, Bahawalpur. +92-62-9250231",http://www.iub.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d13906.878434787475!2d71.75597372460972!3d29.37849806233783!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x393b91d66391f8c5%3A0x425a9be19e3acf84!2sIslamia+University+of+Bahawalpur+Baghdad-ul-Jadeed+Campus%2C+Bahawalpur%2C+Pakistan!5e0!3m2!1sen!2s!4v1468919804654,,,/english/universities/PublishingImages/IUB.jpg,3/4/1975,Public,Government of Punjab,Bahawal Pur,Punjab,Yes,No
Isra University,General,Hyderabad; Islamabad; Karachi,"Halla Road, P.O. Box No.313, Hyderabad. +92-22-2030188022, +92-22-3203 0181-4 Islamabad Campus:School of Engineering & AppliedSciences Plot No. 176, Sohni Road, I-10/3,Islamabad, Pakistan. +92-51-8439901-10 +92-51-8358360-61",http://www.isra.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3603.109219229374!2d68.3792493145349!3d25.434611828270008!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x394c7727f34fad87%3A0x9d79f5a67bf65aee!2sIsra+University!5e0!3m2!1sen!2s!4v1468990062810,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,9/27/1997,Private,Government of Sindh,Hyderabad,Sindh,Yes,No
Jinnah Sindh Medical University,General,Karachi,"Rafique H.J Shaheed Road, Karachi. +92-21-99204776, +92-21- 35223812-16",http://www.jsmu.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3620.375272307824!2d67.04333951452324!3d24.851029451756865!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33dd546e80561%3A0x9fac68702d86bd41!2sJinnah+Sindh+Medical+University!5e0!3m2!1sen!2s!4v1468990505052,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,3/21/2013,Public,Government of Pakistan,Karachi,Sindh,Yes,No
Jinnah University for Women,General,Karachi,"Jinnah University for Women, 5-C, Nazimabad, Karachi 74600. +92-21-36611245, +92-21-36619902",http://www.juw.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3618.2035510472606!2d67.02770151452481!3d24.925134748801906!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33f91751192b9%3A0x7d44a810d3040989!2sJinnah+University+For+Women!5e0!3m2!1sen!2s!4v1468990715463,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,6/2/1998,Private,Government of Sindh,Karachi,Sindh,Yes,No
Karachi Institute of Economics & Technology,General,Karachi,"PAF Base, Korangi Creek, Karachi-75190. +92-21-35091114-7",http://www.pafkiet.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3618.094549692311!2d67.03803781452474!3d24.92884874865367!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33f9b59133921%3A0xc443b311fafafc9a!2sPAF-KIET+North+Nazimbad+Campus!5e0!3m2!1sen!2s!4v1468990999743,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,5/24/2001,Private,Government of Sindh,Karachi,Sindh,Yes,No
"Karachi Institute of Technology and Entrepreneurship (KITE), Karachi",General,Mian Campus,"Plot 3 & 3-A, Sector 47, Korangi Creek Road Karachi-75190, Pakistan Tel # 92-21-35092200, +92-21-35092201 Email: info@kite.edu.pk",http://kite.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3621.5755760113816!2d67.11951251447654!3d24.809982753390134!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33b0dbd4eb289%3A0xf2d1e84fc1d9e949!2sKarachi%20Institute%20of%20Technology%20and%20Entrepreneurship%20(KITE)!5e0!3m2!1sen!2s!4v1615443397634!5m2!1sen!2s,,,/english/universities/PublishingImages/Sindh/KITE.png,10/7/2016,Private,Government of Sindh,Karachi,Sindh,Yes,No
Karachi School of Business and Leadership,General,Mian Campus,"National Stadium Road Opp. Liaquat National Hospital, Karachi – 74800. +92-21- 34855382  +92-21-721021, +92-21-38771999",http://www.ksbl.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3619.2534312285543!2d67.06791421452395!3d24.889335650230453!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33ddfd5bc0fa3%3A0xc3b3075fe325288b!2sKarachi+School+for+Business+%26+Leadership!5e0!3m2!1sen!2s!4v1468991282475,,,/english/universities/PublishingImages/KSBL%20logo.png,3/11/2013,Private,Government of Sindh,Karachi,Sindh,Yes,No
Karakurum International University,General,Mian Campus; Diamir; Ghizer,"University Road Gilgit, Gilgit Baltistan. +92-5811-960440",http://www.kiu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3231.0719024126142!2d74.36388971479427!3d35.92074002440748!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38e64829f88d75a7%3A0x88b009cfe8e5e216!2sKarakoram+International+University!5e0!3m2!1sen!2s!4v1468951014171,,,/english/universities/PublishingImages/KIU%20Logo.jpg,8/28/2002,Public,Government of Pakistan,Gilgit,Gilgit Baltistan,Yes,No
KASB Institute of Technology,General,Karachi,"84-B, SMCHS Karachi-74400. +92-21-343 14970-3",http://www.kasbit.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3620.153713225662!2d67.05418401452343!3d24.85859915145538!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33e836e83f301%3A0x79df9cc8091a14c0!2sKASBIT+-+SMCHS+Campus!5e0!3m2!1sen!2s!4v1468991532130,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,6/28/2001,Private,Government of Sindh,Karachi,Sindh,Yes,No
"Khawaja Freed University of Engineering & Information Technology, Rahim Yar Khan",Engineering & Technology,Mian Campus,"Abu Dhabi Road, Rahim Yar Khan. Tel # +92-68-9239121, +92-68-9239122",http://www.kfueit.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3510.036367987927!2d70.37206651459844!3d28.387969501859395!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39375efadd8e3573%3A0xf516a4b3e4cb06b8!2sAuditorium+Hall%2CKhawaja+Fareed+University+of+Engineering+%26+Information+Technology+(KFUEIT)!5e0!3m2!1sen!2s!4v1468930680083,,,/english/universities/PublishingImages/Khawaja%20Fareed%20University%20RYK.jpg,5/29/2014,Public,Government of Punjab,Rahim Yar Khan,Punjab,Yes,No
Khushal Khan Khattak University,General,Karak,"Opposite Tableghi markaz, Karak. +92-927-291018",http://www.kkkuk.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3341.38840408705!2d71.11353906471608!3d33.12515922346053!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38d87ea3e2d2d557%3A0x726a06bc0b2aea5a!2sKhushal+Khan+Khattak+University%2C+Academic+Block.%2C+Tehsill+Rd%2C+Karak%2C+Pakistan!5e0!3m2!1sen!2s!4v1468655468969,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,5/18/2012,Public,Government of Khyber Pakhtunkhwa,Karak,Khyber Pakhtunkhwa,Yes,No
Khyber Medical University,General,Mian Campus; Peshawar,PDA building Block-4 Phase-5 Hayatabad Peshawar +92-91- 9217695,http://www.kmu.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3308.1264474713903!2d71.43632881473948!3d33.989285728493606!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38d910f0f41d5495%3A0x86b6234c2ac0005b!2sKhyber+Medical+University+Institute+Main+Campus!5e0!3m2!1sen!2s!4v1468656456344,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,1/13/2007,Public,Government of Khyber Pakhtunkhwa,Peshawar,Khyber Pakhtunkhwa,Yes,No
Khyber Pakhtunkhwa Agricultural University,General,Mian Campus; Peshawar,"University Campus, Peshawar +92-91-9216518091, +92--9216572-9",http://www.aup.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3306.9366343644638!2d71.46633601474042!3d34.019837426885466!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38d916cdc967f91d%3A0xeceac377bd7cfbc1!2sKhyber+Pakhtunkhwa+Agricultural+University!5e0!3m2!1sen!2s!4v1468657105191,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,2/4/1981,Public,Government of Khyber Pakhtunkhwa,Peshawar,Khyber Pakhtunkhwa,Yes,No
King Edward Medical University,General,Lahore,"Nelagumbad near New Anarkali, Lahore. +92-42-99211151, +92-42-37354005",http://www.kemu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3399.325727415751!2d74.31165331467531!3d31.57011445184382!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39191b5826f16dc3%3A0xd517b8ba9d8dcd98!2sKing+Edward+Medical+University!5e0!3m2!1sen!2s!4v1468931001438,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,2/15/2005,Public,Government of Punjab,Lahore,Punjab,Yes,No
Kinnaird College for Women,General,Lahore,"93-Jail Road, Lahore. +92-42-99203781-4",http://www.kinnaird.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3400.520357273392!2d74.33840001467445!3d31.53733105346098!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x391904ebcc18c7bf%3A0x1c311b2dddb7ab8f!2sKinnaird+College+For+Women+University!5e0!3m2!1sen!2s!4v1468931411703,,,/Style%20Library/HEC/images/_MG_2858.jpg,10/25/2002,Public,Government of Punjab,Lahore,Punjab,Yes,No
Kohat University of Science and Technology,General,Mian Campus; Kohat,"Bannu Rd, Kohat 26000, Khyber Pakhtunkhwa. +92-922-554578, +92-922-52914776",http://www.kust.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3326.157596916694!2d71.44370301472682!3d33.523287952867086!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38d8ec241a467237%3A0xf7409abf0918f110!2sKohat+University+of+Science+%26+Technology!5e0!3m2!1sen!2s!4v1468696336911,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,8/30/2001,Public,Government of Khyber Pakhtunkhwa,Kohat,Khyber Pakhtunkhwa,Yes,No
"Kohsar University, Murree",General,Mian Campus,"Near Kashmir Point, Murree, Rawalpindi, Punjab Pakistan Tel # +92-51- 9269170",https://www.kum.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3311.0035334510444!2d73.40305921469545!3d33.915308632382356!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dfd7af70ae0c9f%3A0xc01b8b5597e7bf89!2sKohsar%20University%20Murree!5e0!3m2!1sen!2s!4v1615645128912!5m2!1sen!2s,,,/english/universities/PublishingImages/Kohsar%20University%20Logo.jfif,7/2/2020,Public,Government of Punjab,Rawalpindi,Punjab,Yes,No
Lahore College for Women University,General,Lahore,"Jail Road, Lahore. +92-42-99203088",http://www.lcwu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3400.242473463942!2d74.32503151467469!3d31.544959553084727!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x391904bb826e8067%3A0xffe46e244880e4a9!2sLahore+College+for+Women+University!5e0!3m2!1sen!2s!4v1468951323445,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,9/10/2002,Public,Government of Punjab,Lahore,Punjab,Yes,No
Lahore Garrison University,General,Lahore,"Main CampusSector C, DHA Phase-VI, Lahore. +92-42-37181821-22",http://lgu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3403.1944969790407!2d74.44066491467265!3d31.463835457080663!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x391908dd6138ade3%3A0xa6cc469044e1fbc1!2sLahore+Garrison+University!5e0!3m2!1sen!2s!4v1468951636753,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,3/19/2014,Private,Government of Punjab,Lahore,Punjab,Yes,No
"Lahore Institute of Science & Technology, Lahore",General,Mian Campus,"7-Madina Park, Bedian Road, Lahore Cantt Punjab-Pakistan. Tel # +92-383-546-00,1 +92-3-111-444-547 Email: academics.head@list.edu.pk",http://www.list.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3402.3122331733607!2d74.42958121463008!3d31.488100455886453!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39190f9bdca567d5%3A0x356d5811931772e6!2sLahore%20Institute%20of%20Science%20and%20Technology!5e0!3m2!1sen!2s!4v1652848067959!5m2!1sen!2s,,,/english/universities/PublishingImages/LIST%20Lahore.png,1/18/2022,Private,Government of Punjab,Lahore,Punjab,Yes,No
Lahore Leads University,General,Lahore,"5-Tipu Block, New Garden Town, Lahore. +92-42-35846330, +92-4235843208, +92-42 111 002 005",http://www.leads.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3401.770243018111!2d74.32677301467356!3d31.502998555152796!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3919046f2bde7e89%3A0x1a623a4c577232a8!2sLahore+Leads+University!5e0!3m2!1sen!2s!4v1468952212139,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,1/22/2001,Private,Government of Punjab,Lahore,Punjab,Yes,No
Lahore School of Economics,General,Lahore,"Intersection Main Boulevard Phase VI DHA, Burki 53200, Lahore. +92-42-36560938",http://www.lahoreschoolofeconomics.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3401.7903724448256!2d74.47272111467359!3d31.502445355179926!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39190ec7be8d3369%3A0x9acfdcc9d2a86101!2sLahore+School+of+Economics!5e0!3m2!1sen!2s!4v1468952573841,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,6/16/1997,Private,Government of Punjab,Lahore,Punjab,Yes,No
"Lahore University of Biological and Applied Sciences,Lahore",General,Mian Campus,"Canal Road, North Tulsapur,  Lahore. Tel # 0092346 4418891",https://ubas.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3398.9769758273274!2d74.46129587481629!3d31.579679244210872!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x391911052e8f60f1%3A0x594b730d4a391723!2sLahore%20University%20of%20Biological%20%26%20Applied%20Sciences%20(UBAS)!5e0!3m2!1sen!2s!4v1689865545067!5m2!1sen!2s,,,"/english/universities/PublishingImages/Lahore%20University%20of%20Biological%20and%20Applied%20Sciences,%20Lahore.png",2/8/2023,Private,Government of Punjab,Lahore,Punjab,Yes,No
Lahore University of Management Sciences,General,Lahore,"D.H.A, Lahore Cantt. 54792 Lahore, Pakistan. +92-42-35608000",http://www.lums.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3402.9551916664136!2d74.40856431467286!3d31.470418756756665!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x391908a610715697%3A0xa58f8e89d5669a0e!2sLahore+University+of+Management+Sciences!5e0!3m2!1sen!2s!4v1468952896833,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,3/31/1985,Private,Government of Pakistan,Lahore,Punjab,Yes,No
"Lasbela University of Agriculture, Water & Marine Sciences",General,Lasbella,"Lasbela University of Agriculture, Water and Marine Sciences, Uthal, District Lasbela +92-853-610847",http://www.luawms.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3590.8073288635105!2d66.62752841454328!3d25.842893411543415!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb4f8b0177c94ad%3A0xe4f9e864b9249424!2sLasbela+University+of+Agriculture%2C+Water+%26+Marine+Sciences!5e0!3m2!1sen!2s!4v1468612725392,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,3/10/2005,Public,Government of Balochistan,Lasbella,Balochistan,Yes,No
Liaquat University of Medical & Health Sciences,General,Jamshoro,"Indus Highway, Jamshoro. +92-22-9213305, +92-22-9213307",http://www.lumhs.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3603.232899589933!2d68.26913671453488!3d25.430476028438083!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x394c791237c0330f%3A0xc8f6d04d460201fc!2sLiaquat+University+of+Medical+and+Health+Sciences!5e0!3m2!1sen!2s!4v1468992096518,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,1/20/2001,Public,Government of Sindh,Jamshoro,Sindh,Yes,No
"Malir University of Science & Technology, Karachi",General,Mian Campus,"Koohi Goth, Deh Landhi, Bin Qasim Town,  National Highway, Karachi,  Sindh-Pakistan Tel # 0092-21- 35002417 Email: admissions@maliruniversity.edu.pk",http://www.maliruniversity.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3619.8951541113242!2d67.23176941441086!3d24.867430251103738!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb331ccb26cc195%3A0x4c030cf261a8d7b9!2sMalir%20University!5e0!3m2!1sen!2s!4v1652251368715!5m2!1sen!2s,,,/english/universities/PublishingImages/Malir%20University%20Karachi.png,4/29/2022,Private,Government of Sindh,Karachi,Sindh,Yes,No
Mehran University of Engineering & Technology,General,Khairpur,"Indus Highway, Jamshoro 76062, Pakistan. +92-22-2771197",http://www.muet.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3603.8928863352594!2d68.25835531453437!3d25.408395829335674!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x394c795e86cdf11b%3A0xef1bd0f6ec31ced3!2sMehran+University+of+Engineering+and+Technology!5e0!3m2!1sen!2s!4v1468992328380,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,5/30/1977,Public,Government of Sindh,Khairpur,Sindh,Yes,No
Metropolitan University Karachi,General,Mian Campus,"Sector 34-A, KDA Schem 33, Main University Road, Malir Cantt, Karachi. Tel # +92-21-34151399",http://www.metropolitanuniversity.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3617.740087523574!2d67.1558542144792!3d24.94092274817146!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb338684fc0354b%3A0x41723b040622738c!2sMetropolitan%20University%20Karachi!5e0!3m2!1sen!2s!4v1624267960752!5m2!1sen!2s,,,/english/universities/PublishingImages/Sindh/Metropolitan%20University%20karachi.jpeg,4/5/2016,Private,Government of Sindh,Karachi,Sindh,Yes,No
"Millennium Institute of Technology and Entrepreneurship, Karachi",General,Mian Campus,"Plot # 10, Sector 47, Korangi Creek Road, Korangi Creek, Karachi-Pakistan Tel # 0092-21-35090042  Email: registrar@mite.edu.pk; info@mite.edu.pk",https://mite.edu.pk/,"https://www.google.com/maps/search/mite+karachi/@24.873663,67.0964385,12z/data=!3m1!4b1",,,/english/universities/PublishingImages/Mite%20Karachi.png,4/28/2021,Private,Government of Sindh,Karachi,Sindh,Yes,No
Minhaj University,General,Lahore,"Near Hamdard Chowk, Township, Lahore. +92-42-351206800, +92-42-35145621-4 +92-42-351206322",http://www.mul.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3403.8697169381703!2d74.31513231467218!3d31.44525345799472!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x391906cbd12a8403%3A0x568e8ad71dab1c6d!2sMinhaj+University+Lahore+-+Main+Campus!5e0!3m2!1sen!2s!4v1468953557347,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,10/15/2005,Private,Government of Punjab,Lahore,Punjab,Yes,No
Mir Chakar Khan Rind University,General,Mian Campus,"Mir Chakar Khan Rind University Luni Road, Sibi Balochistan Tel #  0833-500903 Email:  registrar@mckru.edu.pk",https://www.mckru.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3469.7342379931742!2d67.88338591465175!3d29.582334982052792!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39329bf8eaebc71d%3A0x15637bcfbdb6694b!2sMir%20Chakar%20Khan%20Rind%20University%20Sibi!5e0!3m2!1sen!2s!4v1602656966665!5m2!1sen!2s,,,/english/universities/PublishingImages/Mir%20Chakar%20Rind%20University.jpg,6/13/2018,Public,Government of Balochistan,Sibi,Balochistan,Yes,No
Mir Chakar Khan Rind University of Technology,Engineering & Technology,Mian Campus,"12-km, Sakhi Sarwar Road, Dera Ghazi Khan Punjab- Pakistan Tel # + 92 335 091 1214 Email:  registrar@mcut.edu.pk",http://www.mcut.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3455.2091638664106!2d70.55029391459249!3d30.00214992752545!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x393aaf18256d9131%3A0x9ae0a7306a05c250!2sMir%20Chakar%20Khan%20Rind%20University%20of%20Technology%20DG%20Khan!5e0!3m2!1sen!2s!4v1624342157613!5m2!1sen!2s,,,/english/universities/PublishingImages/Mir%20Chakar%20Rind%20University%20of%20Technology%20D%20G%20Khan.jpg,3/15/2019,Public,Government of Punjab,Dera Ghazi Khan,Punjab,Yes,No
Mirpur University of Science & Technology,General,Mirpur,"Mirpur University of Science and Technology (MUST), Admin Block, Allama Iqbal Road, Sector B-3, Mirpur. +92-5827-961034",http://www.must.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3340.4190963002156!2d73.74302281471668!3d33.15062267214972!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x391fec085ec688ef%3A0xd988766d3ccdd31c!2sMirpur+University+of+Science+and+Technology!5e0!3m2!1sen!2s!4v1468499286028,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,1/18/2008,Public,Government of AJK,Mirpur,Azad Jammu & Kashmir,Yes,No
